Link,Size (KB),# of Outlinks,Content Type
https://www.foxnews.com/video/6280160177001,71.677734375,70,text/html
https://www.foxnews.com/video/6291438580001,71.2705078125,74,text/html
https://www.foxnews.com/video/6279967320001,73.216796875,72,text/html
https://www.foxnews.com/video/6279966110001,70.5732421875,70,text/html
https://www.foxnews.com/video/6309604612112,70.2919921875,71,text/html
https://www.foxnews.com/video/6302716017001,69.3837890625,69,text/html
https://www.foxnews.com/entertainment/janes-addiction-cancels-tour-after-dave-navarro-perry-farrells-onstage-fight.print,172.2373046875,82,text/html
https://www.foxnews.com/video/6359232754112,72.671875,74,text/html
https://www.foxnews.com/video/6358371601112,72.8681640625,74,text/html
https://www.foxnews.com/entertainment/oasis-reunion-ends-15-year-feud-nasty-backstage-fight,263.7041015625,348,text/html
https://www.foxnews.com/video/6360840898112,73.2900390625,73,text/html
https://www.foxnews.com/video/6309604829112,70.5673828125,71,text/html
https://www.foxnews.com/entertainment/janes-addiction-cancels-tour-after-dave-navarro-perry-farrells-onstage-fight.amp,179.5390625,278,text/html
https://www.foxnews.com/video/6302715385001,69.318359375,69,text/html
https://www.foxnews.com/video/6361738783112,75.064453125,74,text/html
https://www.foxnews.com/media/brothers-in-jussie-smollett-hoax-break-silence-say-actor-wanted-to-be-poster-child-for-activism,250.994140625,334,text/html
https://www.foxnews.com/entertainment/jussie-smollett-enters-rehab-amid-appeal-seeking-treatment-deal-with-life-in-a-significant-way-source,249.8212890625,349,text/html
https://www.foxnews.com/entertainment/jussie-smollett-appealing-hate-crime-hoax-conviction-wasnt-smartest-decision-expert,257.314453125,347,text/html
https://www.foxnews.com/entertainment/jussie-smolletts-career-over-despite-appeal-he-burned-bridges-expert,281.689453125,349,text/html
https://www.foxnews.com/entertainment/jussie-smolletts-appeal-hate-crime-hoax-conviction-heard-illinois-supreme-court,242.4150390625,347,text/html
https://www.foxnews.com/media/jussie-smollett-staged-hate-crime-hoax-accomplices-return-scene-crime,263.40625,336,text/html
https://www.foxnews.com/media/brothers-paid-jussie-smollett-instigate-2019-hoax-apologize-country-didnt-foresee-ramifications,233.0595703125,326,text/html
https://www.foxnews.com/entertainment/beyonce-billie-eilish-sing-nominated-songs-oscars.print,108.6904296875,71,text/html
https://www.foxnews.com/entertainment/beyonce-mom-tina-knowles-jussie-smollett-compassion-sentencing.print,126.2802734375,73,text/html
https://www.foxnews.com/video/3788529882001,66.5283203125,68,text/html
https://www.foxnews.com/opinion/strange-thing-donald-trump-jussie-smollett-have-common,248.9189453125,336,text/html
https://www.foxnews.com/us/retired-chicago-cop-who-exposed-jussie-smollett-hoax-warns-voters-about-kamala-harris,256.7939453125,340,text/html
https://www.foxnews.com/video/4411559426001,66.5634765625,68,text/html
https://www.foxnews.com/video/4434585902001,66.3369140625,68,text/html
https://www.foxnews.com/entertainment/juror-jussie-smollett-trial-favor-not-convicting-6th,236.2548828125,347,text/html
https://www.foxnews.com/video/5691219964001,68.1025390625,68,text/html
https://www.foxnews.com/video/5793987849001,63.6689453125,69,text/html
https://www.foxnews.com/video/5794032680001,63.6787109375,68,text/html
https://www.foxnews.com/video/5824565625001,68.9990234375,69,text/html
https://www.foxnews.com/video/5793786652001,68.859375,69,text/html
https://www.foxnews.com/video/5832072880001,69.0498046875,69,text/html
https://www.foxnews.com/video/5825575018001,64.486328125,68,text/html
https://www.foxnews.com/video/5833080854001,68.0400390625,68,text/html
https://www.foxnews.com/video/5824660474001,64.876953125,69,text/html
https://www.foxnews.com/entertainment/willie-nelson-cheating-new-book.amp,160.142578125,272,text/html
https://www.foxnews.com/entertainment/willie-nelson-revealed-that-kenny-rogers-originally-wanted-him-to-record-the-gambler,225.666015625,346,text/html
https://www.foxnews.com/entertainment/willie-nelson-cheating-new-book.print,125.3388671875,77,text/html
https://www.foxnews.com/video/6343609445112,69.017578125,65,text/html
https://www.foxnews.com/entertainment/oasis-reunion-ends-15-year-feud-nasty-backstage-fight.amp,172.166015625,273,text/html
https://www.foxnews.com/entertainment/the-voice-coach-niall-horan-jokes-country-crowd.amp,169.5205078125,273,text/html
https://www.foxnews.com/video/6345064925112,71.00390625,71,text/html
https://www.foxnews.com/video/6343606479112,69.091796875,65,text/html
https://www.foxnews.com/entertainment/ex-oasis-guitarist-noel-gallagher-slams-taylor-swift-ed-sheeran-music,241.013671875,353,text/html
https://www.foxnews.com/entertainment/oasis-reunion-ends-15-year-feud-nasty-backstage-fight.print,149.78515625,77,text/html
https://www.foxnews.com/entertainment/blake-shelton-leaving-the-voice-after-season-23,245.53125,347,text/html
https://www.foxnews.com/category/person/reba-mcentire,121.71875,351,text/html
https://www.foxnews.com/entertainment/blake-shelton-curb-alcohol-new-year-joining-hollywood-stars-trying-sobriety,263.2109375,352,text/html
https://www.foxnews.com/entertainment/the-voice-coach-niall-horan-jokes-country-crowd.print,131.4306640625,78,text/html
https://www.foxnews.com/entertainment/hall-oates-member-john-oates-confesses-moved-on-band-legal-battle-daryl-hall,251.8701171875,346,text/html
https://www.foxnews.com/entertainment/blake-shelton-exits-voice-niall-horan-working-champion-country-star,294.7763671875,354,text/html
https://www.foxnews.com/entertainment/dolly-parton-plans-broadway-comeback-2026-musical-inspired-life,230.1201171875,342,text/html
https://www.foxnews.com/category/entertainment/the-voice,120.8056640625,351,text/html
https://www.foxnews.com/media/dolly-parton-unveils-exciting-new-dollywood-attraction-memorial-day-weekend,232.365234375,325,text/html
https://www.foxnews.com/entertainment/dolly-parton-hoping-jennifer-aniston-can-find-way-include-original-cast-9-5-remake,251.759765625,346,text/html
https://www.foxnews.com/entertainment/elle-king-high-level-pain-drunken-dolly-parton-birthday-tribute-performance,252.2412109375,347,text/html
https://www.foxnews.com/entertainment/elle-king-sobbed-after-drunken-dolly-parton-birthday-tribute-performance-admits-mortified,276.1328125,350,text/html
https://www.foxnews.com/entertainment/miley-cyrus-relates-dolly-partons-stance-never-having-children,241.6943359375,348,text/html
https://www.foxnews.com/media/anderson-cooper-calls-willie-nelson-very-classy-for-lying-to-shield-jimmy-carters-pot-smoking-son.print,37.1240234375,75,text/html
https://www.foxnews.com/entertainment/love-island-host-ariana-madix-joins-dolly-parton-megan-fox-coming-clean-about-plastic-surgery,313.865234375,364,text/html
https://www.foxnews.com/entertainment/celebrity-low-profile-relationships,271.509765625,360,text/html
https://www.foxnews.com/media/kayleigh-mcenany-cnn-anderson-cooper-false-claim-husband-shouted,217.6181640625,329,text/html
https://www.foxnews.com/entertainment/dolly-parton-grew-up-focusing-god-music-food,252.9833984375,347,text/html
https://www.foxnews.com/video/6338034981112,69.7490234375,65,text/html
https://www.foxnews.com/media/anderson-cooper-calls-willie-nelson-very-classy-for-lying-to-shield-jimmy-carters-pot-smoking-son.amp,153.970703125,271,text/html
https://www.foxnews.com/video/6338029969112,70.4052734375,65,text/html
https://www.foxnews.com/video/6338030503112,70.6845703125,65,text/html
https://www.foxnews.com/video/6338029008112,69.7509765625,65,text/html
https://www.foxnews.com/person/a/janelle-ash,147.408203125,389,text/html
https://www.foxnews.com/entertainment/toby-keiths-faith-his-rock-following-stomach-cancer-diagnosis.print,145.064453125,79,text/html
https://www.foxnews.com/politics/jimmy-carter-congratulates-president-elect-joe-biden-on-white-house-win,207.7099609375,334,text/html
https://www.foxnews.com/entertainment/toby-keith-reveals-stomach-cancer-diagnosis-chemo-radiation-surgery,235.5068359375,344,text/html
https://www.foxnews.com/entertainment/blake-shelton-invites-gwen-stefanis-son-onstage-first-ever-public-performance,245.892578125,346,text/html
https://www.foxnews.com/entertainment/willie-nelson-set-to-publish-book-with-sister-bobbie.print,115.599609375,73,text/html
https://www.foxnews.com/video/6323020137112,69.9951171875,67,text/html
https://www.foxnews.com/entertainment/willie-nelson-set-to-publish-book-with-sister-bobbie.amp,147.1552734375,268,text/html
https://www.foxnews.com/video/6323718497112,69.7099609375,67,text/html
https://www.foxnews.com/video/6323889315112,71.62890625,66,text/html
https://www.foxnews.com/entertainment/toby-keith-shares-health-update-amid-battle-stomach-cancer,254.6982421875,347,text/html
https://www.foxnews.com/video/6324015053112,69.6318359375,66,text/html
https://www.foxnews.com/video/6324146413112,70.0068359375,67,text/html
https://www.foxnews.com/video/6327231736112,70.3662109375,69,text/html
https://www.foxnews.com/video/6327330888112,69.6611328125,65,text/html
https://www.foxnews.com/entertainment/reba-mcentire-close-boyfriend-rex-linn-reconnecting-magnet,241.6474609375,346,text/html
https://www.foxnews.com/category/person/blake-shelton,120.3115234375,351,text/html
https://www.foxnews.com/entertainment/reba-mcentires-inseparable-relationship-rex-linn-began-without-ever-touching,243.09765625,347,text/html
https://www.foxnews.com/entertainment/reba-mcentire-denies-bashing-taylor-swift-shuts-down-fake-news-report,262.4951171875,357,text/html
https://www.foxnews.com/category/person/miley-cyrus,122.4423828125,351,text/html
https://www.foxnews.com/entertainment/reba-mcentires-super-bowl-national-anthem-prep-included-singing-shower,317.369140625,352,text/html
https://www.foxnews.com/entertainment/reba-mcentire-praised-country-twist-national-anthem-super-bowl-lviii,243.7333984375,346,text/html
https://www.foxnews.com/entertainment/miley-cyrus-father-silent-grammy-win-speech-snub-fuels-rumors-family-feud,273.3076171875,347,text/html
https://www.foxnews.com/entertainment/blake-shelton-kelly-clarkson-actually-got-me-fired-the-voice-jokes-runs-nbc,244.3525390625,344,text/html
https://www.foxnews.com/media/dolly-parton-unveils-exciting-new-dollywood-attraction-memorial-day-weekend.amp,157.3486328125,268,text/html
https://www.foxnews.com/video/6346246617112,68.58203125,65,text/html
https://www.foxnews.com/entertainment/miley-cyrus-relates-dolly-partons-stance-never-having-children.amp,156.3955078125,273,text/html
https://www.foxnews.com/entertainment/miley-cyrus-sister-noah-breaks-silence-rumored-love-triangle-mom-tish,249.3466796875,349,text/html
https://www.foxnews.com/entertainment/miley-cyrus-relates-dolly-partons-stance-never-having-children.print,127.90625,77,text/html
https://www.foxnews.com/entertainment/clint-eastwood-saved-daughter-raising-outside-los-angeles-very-thankful,269.3984375,359,text/html
https://www.foxnews.com/entertainment/victoria-beckham-arrives-at-50th-birthday-celebration-on-crutches-carried-out-by-husband-david-beckham,249.65234375,351,text/html
https://www.foxnews.com/entertainment/kristin-cavallari-reveals-why-she-will-never-use-botox,240.2490234375,345,text/html
https://www.foxnews.com/entertainment/actor-ryan-gosling-career,241.068359375,340,text/html
https://www.foxnews.com/entertainment/elle-king-sobbed-after-drunken-dolly-parton-birthday-tribute-performance-admits-mortified.amp,188.01171875,274,text/html
https://www.foxnews.com/entertainment/love-island-host-ariana-madix-joins-dolly-parton-megan-fox-coming-clean-about-plastic-surgery.amp,196.166015625,281,text/html
https://www.foxnews.com/health/fauci-close-bars-keep-schools-open-mitigate-community-spread,225.9873046875,331,text/html
https://www.foxnews.com/entertainment/keith-urban-admits-was-willing-to-do-anything-kickstart-career,243.71875,346,text/html
https://www.foxnews.com/entertainment/dolly-parton-grew-up-focusing-god-music-food.amp,160.8984375,272,text/html
https://www.foxnews.com/entertainment/peoples-choice-country-shania-twain-alana-springsteen-kelsea-ballerini-shine-red-carpet,268.787109375,347,text/html
https://www.foxnews.com/video/topics/us/us-regions/southeast/south-carolina,309.8046875,114,text/html
https://www.foxnews.com/entertainment/blake-shelton-invites-gwen-stefanis-son-onstage-first-ever-public-performance.print,53.748046875,75,text/html
https://www.foxnews.com/entertainment/blake-shelton-invites-gwen-stefanis-son-onstage-first-ever-public-performance.amp,161.0703125,270,text/html
https://www.foxnews.com/entertainment/gavin-rossdale-gwen-stefani-dont-really-co-parent-different-people-opposing-views,264.9111328125,349,text/html
https://www.foxnews.com/video/6333506648112,68.95703125,65,text/html
https://www.foxnews.com/entertainment/gavin-rossdale-on-taylor-swift-ticket-fiasco-everybody-wants-crash-servers,245.146484375,346,text/html
https://www.foxnews.com/entertainment/toby-keith-shares-health-update-amid-battle-stomach-cancer.amp,166.9892578125,272,text/html
https://www.foxnews.com/entertainment/toby-keith-shares-health-update-amid-battle-stomach-cancer.print,139.2080078125,76,text/html
https://www.foxnews.com/entertainment/john-legend-shades-blake-shelton-gwen-stefani-the-voice,221.2021484375,348,text/html
https://www.foxnews.com/entertainment/reba-mcentire-close-boyfriend-rex-linn-reconnecting-magnet.amp,159.1005859375,271,text/html
https://www.foxnews.com/entertainment/toby-keith-song-happy-birthday-america-4th-of-july,205.5244140625,343,text/html
https://www.foxnews.com/entertainment/reba-mcentire-embraces-dark-side-boyfriend-rex-linn-big-sky-season-3,236.455078125,344,text/html
https://www.foxnews.com/entertainment/toby-keith-reveals-stomach-cancer-diagnosis-chemo-radiation-surgery.amp,158.412109375,269,text/html
https://www.foxnews.com/entertainment/kenny-rogers-country-music-icon-dead-at-81,248.8974609375,355,text/html
https://www.foxnews.com/entertainment/blake-shelton-gwen-stefani-remember-meeting-first-time-knew-was-home,294.3564453125,352,text/html
https://www.foxnews.com/entertainment/reba-mcentire-in-charge-business-divorce,228.3369140625,343,text/html
https://www.foxnews.com/entertainment/reba-mcentire-may-never-marry-boyfriend,242.267578125,348,text/html
https://www.foxnews.com/entertainment/reba-mcentire-boyfriend-rex-linn-nickname-new-pic,231.7724609375,351,text/html
https://www.foxnews.com/entertainment/usher-set-headline-super-bowl-lviii-halftime-show,222.4794921875,344,text/html
https://www.foxnews.com/entertainment/miley-cyrus-sister-noah-breaks-silence-rumored-love-triangle-mom-tish.amp,160.0029296875,274,text/html
https://www.foxnews.com/entertainment/billy-ray-cyrus-shares-best-memory-daughter-miley-amid-alleged-family-feud,282.298828125,355,text/html
https://www.foxnews.com/entertainment/miley-cyrus-mom-tish-began-dating-husband-dominic-purcell-casual-relationship-daughter-noah,241.2763671875,354,text/html
https://www.foxnews.com/entertainment/tish-cyrus-hired-security-keep-daughter-noah-wedding-man-both-dated-source,250.3173828125,355,text/html
https://www.foxnews.com/entertainment/blake-shelton-reveals-real-reason-leaving-the-voice,243.826171875,346,text/html
https://www.foxnews.com/entertainment/billy-ray-cyrus-shares-cryptic-message-love-rift-wmiley-tish-cyrus,256.1591796875,351,text/html
https://www.foxnews.com/entertainment/miley-cyrus-sister-noah-breaks-silence-rumored-love-triangle-mom-tish.print,134.6513671875,78,text/html
https://www.foxnews.com/entertainment/blake-shelton-ditches-the-voice-focus-parenting-with-gwen-stefani-i-take-that-job-very-seriously,269.2841796875,349,text/html
https://www.foxnews.com/entertainment/blake-shelton-kelly-clarkson-actually-got-me-fired-the-voice-jokes-runs-nbc.amp,159.4326171875,269,text/html
https://www.foxnews.com/video/6317986985112,69.3515625,65,text/html
https://www.foxnews.com/entertainment/blake-shelton-kelly-clarkson-actually-got-me-fired-the-voice-jokes-runs-nbc.print,129.9599609375,73,text/html
https://www.foxnews.com/entertainment/miley-cyrus-father-silent-grammy-win-speech-snub-fuels-rumors-family-feud.amp,177.2373046875,272,text/html
https://www.foxnews.com/entertainment/hills-spencer-pratt-kristin-cavallari-jay-cutler,224.3896484375,351,text/html
https://www.foxnews.com/video/6362519350112,65.5673828125,65,text/html
https://www.foxnews.com/entertainment/little-big-town-explains-taylor-swifts-cult-fandom-weve-swifties,264.7080078125,350,text/html
https://www.foxnews.com/entertainment/country-singer-alana-springsteen-shares-kenny-chesneys-advice-stuck-with-her-ill-never-forget,348.3349609375,367,text/html
https://www.foxnews.com/entertainment/shania-twain-says-stage-fright-could-force-her-taken-off-stage,257.9013671875,359,text/html
https://www.foxnews.com/entertainment/peoples-choice-country-shania-twain-alana-springsteen-kelsea-ballerini-shine-red-carpet.print,153.5693359375,76,text/html
https://www.foxnews.com/entertainment/gavin-rossdale-on-taylor-swift-ticket-fiasco-everybody-wants-crash-servers.amp,164.0595703125,271,text/html
https://www.foxnews.com/entertainment/ryan-gosling-the-gray-man-sequel-netflix,235.4375,345,text/html
https://www.foxnews.com/entertainment/taylor-swift-fans-vent-frustration-silence-ticketmaster-fiasco-speaks-volumes,252.3056640625,352,text/html
https://www.foxnews.com/entertainment/taylor-swift-breaks-silence-ticketmaster-fiasco,253.2138671875,350,text/html
https://www.foxnews.com/video/6362516697112,65.5205078125,65,text/html
https://www.foxnews.com/entertainment/singer-gayle-talks-upcoming-tour-taylor-swift-ticketmaster-fiasco,240.48828125,347,text/html
https://www.foxnews.com/entertainment/ticketmaster-apologizes-taylor-swift-fans-sales-disaster,240.267578125,344,text/html
https://www.foxnews.com/entertainment/gavin-rossdale-on-taylor-swift-ticket-fiasco-everybody-wants-crash-servers.print,129.1875,74,text/html
https://www.foxnews.com/entertainment/john-legend-shades-blake-shelton-gwen-stefani-the-voice.print,107.7421875,77,text/html
https://www.foxnews.com/entertainment/chrissy-teigen-getting-botox-while-pregnant,226.17578125,347,text/html
https://www.foxnews.com/entertainment/blake-shelton-gwen-stefani-proposal-coming-voice-contestant,224.8408203125,354,text/html
https://www.foxnews.com/entertainment/blake-shelton-gwen-stefani-understanding-kind-interview-grammys,218.80859375,349,text/html
https://www.foxnews.com/entertainment/gavin-rossdale-ex-gwen-stefani-marries-blake-shelton,228.646484375,347,text/html
https://www.foxnews.com/entertainment/gavin-rossdale-gwen-stefani-dont-really-co-parent-different-people-opposing-views.amp,174.7900390625,274,text/html
https://www.foxnews.com/entertainment/gwen-stefani-ex-husband-gavin-rossdale-most-embarrassing-moment-end-marriage,225.90625,347,text/html
https://www.foxnews.com/entertainment/blake-shelton-gwen-stefani-marry,237.3046875,355,text/html
https://www.foxnews.com/video/6344859938112,71.9482421875,69,text/html
https://www.foxnews.com/video/6345325224112,74.794921875,73,text/html
https://www.foxnews.com/video/6345420750112,72.49609375,69,text/html
https://www.foxnews.com/video/6345418801112,72.6796875,70,text/html
https://www.foxnews.com/video/6315982820112,67.6640625,65,text/html
https://www.foxnews.com/entertainment/gwen-stefani-gavin-rossdale-spotted-married-blake-shelton,238.869140625,351,text/html
https://www.foxnews.com/entertainment/gavin-rossdale-gwen-stefani-dont-really-co-parent-different-people-opposing-views.print,146.62109375,78,text/html
https://www.foxnews.com/video/6346196361112,73.0263671875,71,text/html
https://www.foxnews.com/video/6346275087112,73.287109375,71,text/html
https://www.foxnews.com/video/6346034000112,72.9169921875,72,text/html
https://www.foxnews.com/video/6346840534112,74.5859375,75,text/html
https://www.foxnews.com/video/6346164000112,73.4921875,68,text/html
https://www.foxnews.com/video/6346195339112,71.654296875,73,text/html
https://www.foxnews.com/video/6346166625112,73.736328125,68,text/html
https://www.foxnews.com/video/6345472287112,74.171875,72,text/html
https://www.foxnews.com/video/6346910203112,74.6767578125,76,text/html
https://www.foxnews.com/video/6347480605112,74.60546875,73,text/html
https://www.foxnews.com/video/6347103676112,76.421875,76,text/html
https://www.foxnews.com/video/6347384511112,67.7958984375,72,text/html
https://www.foxnews.com/video/6347395206112,74.2890625,72,text/html
https://www.foxnews.com/video/6347450763112,73.7392578125,72,text/html
https://www.foxnews.com/video/6347455039112,70.185546875,74,text/html
https://www.foxnews.com/video/6347458459112,69.0078125,73,text/html
https://www.foxnews.com/video/6347555999112,77.955078125,75,text/html
https://www.foxnews.com/video/6347561594112,73.4140625,72,text/html
https://www.foxnews.com/video/6347594860112,69.8681640625,74,text/html
https://www.foxnews.com/video/6352139688112,74.7763671875,74,text/html
https://www.foxnews.com/video/6347622149112,77.875,76,text/html
https://www.foxnews.com/video/6352238482112,69.267578125,73,text/html
https://www.foxnews.com/video/6358314137112,68.7353515625,70,text/html
https://www.foxnews.com/video/6358975480112,74.330078125,73,text/html
https://www.foxnews.com/entertainment/actor-ryan-gosling-career.print,141.6767578125,72,text/html
https://www.foxnews.com/entertainment/peoples-choice-country-shania-twain-alana-springsteen-kelsea-ballerini-shine-red-carpet.amp,164.1357421875,270,text/html
https://www.foxnews.com/entertainment/barbie-star-ryan-gosling-defended-fans-critics-called-him-too-old-play-ken,228.546875,344,text/html
https://www.foxnews.com/entertainment/rachel-mcadams-turned-down-iron-man-casino-royale-roles-this-reason,257.697265625,346,text/html
https://www.foxnews.com/entertainment/ryan-gosling-could-newest-addition-upcoming-oceans-eleven-prequel-margot-robbie,233.9599609375,347,text/html
https://www.foxnews.com/entertainment/kristin-cavallari-happy-back-at-work-uncommon-james-amid-jay-cutler-divorce,218.98828125,351,text/html
https://www.foxnews.com/lifestyle/preventative-botox-rising-trend-among-millennials,202.833984375,325,text/html
https://www.foxnews.com/entertainment/kristin-cavallari-reveals-why-she-will-never-use-botox.amp,158.8642578125,270,text/html
https://www.foxnews.com/category/person/kristin-cavallari,123.515625,351,text/html
https://www.foxnews.com/entertainment/kristin-cavallari-says-shes-been-attracting-a-lot-of-married-men-since-divorce,266.1103515625,350,text/html
https://www.foxnews.com/entertainment/kristin-cavallari-reveals-why-she-will-never-use-botox.print,129.5673828125,74,text/html
https://www.foxnews.com/entertainment/victoria-beckham-remembers-keeping-relationship-david-under-wraps-meeting-parking-lots,235.951171875,345,text/html
https://www.foxnews.com/entertainment/victoria-beckham-arrives-at-50th-birthday-celebration-on-crutches-carried-out-by-husband-david-beckham.amp,163.8056640625,276,text/html
https://www.foxnews.com/entertainment/kristin-cavallari-doesnt-think-wants-date-another-athlete-after-jay-cutler-matt-leinart-romances,232.6025390625,346,text/html
https://www.foxnews.com/entertainment/victoria-beckham-jewel-leonardo-dicaprio-celebrities-turning-50-2024,260.41796875,352,text/html
https://www.foxnews.com/entertainment/tom-cruise-flashes-muscular-abs-hanging-out-hollywood-landmark,242.0439453125,349,text/html
https://www.foxnews.com/entertainment/mel-bs-daughter-recreates-famous-spice-girls-90s,248.791015625,345,text/html
https://www.foxnews.com/entertainment/victoria-beckham-arrives-at-50th-birthday-celebration-on-crutches-carried-out-by-husband-david-beckham.print,139.0107421875,80,text/html
https://www.foxnews.com/entertainment/billy-ray-cyrus-wife-tish-divorce-miley-cyrus,232.7666015625,345,text/html
https://www.foxnews.com/entertainment/billy-ray-cyrus-62-shares-sacred-moment-from-wedding-firerose-34,277.912109375,352,text/html
https://www.foxnews.com/entertainment/miley-cyrus-supports-mother-tish-weds-prison-break-star-dominic-purcell-some-siblings-skip,272.3798828125,351,text/html
https://www.foxnews.com/entertainment/miley-cyrus-says-billy-ray-cyrus-views-fame-wildly-differently,229.513671875,345,text/html
https://www.foxnews.com/entertainment/miley-cyrus-doja-cat-heidi-klum-lead-risque-fashion-moments-on-grammys-red-carpet,245.626953125,345,text/html
https://www.foxnews.com/entertainment/miley-cyrus-father-silent-grammy-win-speech-snub-fuels-rumors-family-feud.print,152.2353515625,76,text/html
https://www.foxnews.com/person/o/lauryn-overhultz,144.0458984375,384,text/html
https://www.foxnews.com/entertainment/reba-mcentire-praised-country-twist-national-anthem-super-bowl-lviii.amp,160.765625,271,text/html
https://www.foxnews.com/entertainment/post-malone-lost-60-pounds-avoiding-one-thing,248.220703125,349,text/html
https://www.foxnews.com/video/6346689793112,71.6220703125,71,text/html
https://www.foxnews.com/entertainment/reba-mcentire-praised-country-twist-national-anthem-super-bowl-lviii.print,127.0107421875,75,text/html
https://www.foxnews.com/entertainment/reba-mcentires-super-bowl-national-anthem-prep-included-singing-shower.amp,205.5361328125,275,text/html
https://www.foxnews.com/person/t/emily-trainham,142.138671875,378,text/html
https://www.foxnews.com/entertainment/reba-mcentire-still-in-touch-with-cast-of-reba-10-years-later-where-are-they-now,239.2529296875,337,text/html
https://www.foxnews.com/entertainment/reba-mcentire-addresses-potential-reba-reboot,238.6650390625,344,text/html
https://www.foxnews.com/category/entertainment/events/cma-awards,120.650390625,351,text/html
https://www.foxnews.com/entertainment/miley-cyrus-says-inherited-narcissism-from-billy-ray-cyrus,256.9990234375,347,text/html
https://www.foxnews.com/category/entertainment/events/feud,121.66015625,351,text/html
https://www.foxnews.com/entertainment/billy-ray-cyrus-addresses-explicit-bombshell-audio-berating-ex-firerose-at-my-wits-end,278.447265625,358,text/html
https://www.foxnews.com/entertainment/miley-cyrus-calls-twerking-phase-malfunction-pokes-fun-wild-past,249.65234375,347,text/html
https://www.foxnews.com/entertainment/keith-urban-calls-miley-cyrus-voice-ashtray-bizarre-compliment,246.3720703125,353,text/html
https://www.foxnews.com/entertainment/reba-mcentires-super-bowl-national-anthem-prep-included-singing-shower.print,177.8681640625,81,text/html
https://www.foxnews.com/entertainment/nicholas-sparks-books-into-movies,283.9599609375,368,text/html
https://www.foxnews.com/video/6346705453112,68.755859375,65,text/html
https://www.foxnews.com/entertainment/reba-mcentire-denies-bashing-taylor-swift-shuts-down-fake-news-report.amp,163.830078125,275,text/html
https://www.foxnews.com/entertainment/reba-mcentire-mad-taylor-swift-dating-crush-travis-kelce,251.4345703125,346,text/html
https://www.foxnews.com/category/person/travis-kelce,131.279296875,360,text/html
https://www.foxnews.com/category/news-events/super-bowl,201.0546875,480,text/html
https://www.foxnews.com/entertainment/a-list-celebrities-disney-channel-stars,294.66796875,365,text/html
https://www.foxnews.com/entertainment/taylor-swift-praised-by-boyfriend-travis-kelce-for-chugging-drink-during-super-bowl-shes-pro,291.7470703125,363,text/html
https://www.foxnews.com/entertainment/reba-mcentires-inseparable-relationship-rex-linn-began-without-ever-touching.amp,159.7529296875,272,text/html
https://www.foxnews.com/video/6346506482112,70.005859375,65,text/html
https://www.foxnews.com/entertainment/reba-mcentires-inseparable-relationship-rex-linn-began-without-ever-touching.print,128.19921875,76,text/html
https://www.foxnews.com/entertainment/blake-shelton-gwen-stefani-wont-share-new-years-kiss-year,236.328125,345,text/html
https://www.foxnews.com/entertainment/reba-mcentire-denies-bashing-taylor-swift-shuts-down-fake-news-report.print,145.8271484375,79,text/html
https://www.foxnews.com/entertainment/luke-bryan-nickelback-jonas-brothers-2024-houston-livestock-show-rodeo-concert-lineup,241.1337890625,346,text/html
https://www.foxnews.com/lifestyle/country-music-singer-offers-peek-married-life-album-gratitude-blake-shelton,258.765625,347,text/html
https://www.foxnews.com/entertainment/blake-shelton-snags-role-future-mark-wahlberg-movie-hefty-fee,248.912109375,349,text/html
https://www.foxnews.com/entertainment/gwen-stefanis-son-performs-blake-sheltons-bar-makes-his-country-music-debut,243.240234375,356,text/html
https://www.foxnews.com/video/6346507351112,70.205078125,65,text/html
https://www.foxnews.com/entertainment/gwen-stefani-shuts-down-blake-shelton-divorce-rumors-admits-paranoid-relationship,253.1025390625,346,text/html
https://www.foxnews.com/entertainment/reba-mcentire-close-boyfriend-rex-linn-reconnecting-magnet.print,126.3046875,75,text/html
https://www.foxnews.com/entertainment/toby-keith-9-11-tribute-20th-anniversary-courtesy-red-white-and-blue,225.2646484375,347,text/html
https://www.foxnews.com/entertainment/reba-mcentires-road-queen-country-voice-coachs-oklahoma-ranch-beginnings-overcoming-tragic-loss,310.849609375,350,text/html
https://www.foxnews.com/entertainment/toby-keith-reveals-stomach-cancer-diagnosis-chemo-radiation-surgery.print,121.103515625,73,text/html
https://www.foxnews.com/politics/georgias-501-vote-threshold-does-not-apply-to-the-presidential-race,227.1767578125,345,text/html
https://www.foxnews.com/politics/jimmy-carter-congratulates-president-elect-joe-biden-on-white-house-win.print,105.3349609375,73,text/html
https://www.foxnews.com/person/r/vandana-rambaran,129.8583984375,353,text/html
https://www.foxnews.com/entertainment/2024-peoples-choice-country-awards-complete-winners-list,237.5830078125,347,text/html
https://www.foxnews.com/politics/jimmy-carter-congratulates-president-elect-joe-biden-on-white-house-win.amp,148.8369140625,269,text/html
https://www.foxnews.com/entertainment/brad-pitt-ines-de-ramon-realized-have-something-special-after-moving-together-report,236.8466796875,347,text/html
https://www.foxnews.com/video/6213788467001,70.3642578125,70,text/html
https://www.foxnews.com/category/entertainment/genres/musicals,120.6103515625,351,text/html
https://www.foxnews.com/entertainment/harry-potter-star-maggie-smith-receives-tributes-from-hollywood-we-never-see-another,252.8056640625,348,text/html
https://www.foxnews.com/media/kayleigh-mcenany-cnn-anderson-cooper-false-claim-husband-shouted.amp,155.736328125,272,text/html
